0,0,100.0
0,1,100.0
0,2,100.0
0,3,100.0
0,4,100.0
0,5,100.0
0,6,100.0
0,7,100.0
0,8,100.0
0,9,100.0
0,10,100.0
0,11,100.0
0,12,100.0
0,13,100.0
0,14,100.0
0,15,100.0
0,16,100.0
0,17,100.0
0,18,100.0
0,19,100.0
0,20,100.0
0,21,100.0
0,22,100.0
0,23,100.0
0,24,100.0
0,25,100.0
0,26,100.0
0,27,100.0
0,28,100.0
0,29,100.0
0,30,100.0
0,31,100.0
0,32,100.0
0,33,100.0
0,34,100.0
0,35,100.0
0,36,100.0
0,37,100.0
0,38,100.0
0,39,100.0
0,40,100.0
0,41,100.0
0,42,100.0
0,43,100.0
0,44,100.0
0,45,100.0
0,46,100.0
0,47,100.0
0,48,100.0
0,49,100.0
0,50,100.0
0,51,100.0
0,52,100.0
0,53,100.0
0,54,100.0
0,55,100.0
0,56,100.0
0,57,100.0
0,58,100.0
0,59,100.0
0,60,100.0
0,61,100.0
0,62,100.0
0,63,100.0
0,64,100.0
0,65,100.0
0,66,100.0
0,67,100.0
0,68,100.0
0,69,100.0
0,70,100.0
0,71,100.0
0,72,100.0
0,73,100.0
0,74,100.0
0,75,100.0
0,76,100.0
0,77,100.0
0,78,100.0
0,79,100.0
0,80,100.0
0,81,100.0
0,82,100.0
0,83,100.0
0,84,100.0
0,85,100.0
0,86,100.0
0,87,100.0
0,88,100.0
0,89,100.0
0,90,100.0
0,91,100.0
0,92,100.0
0,93,100.0
0,94,100.0
0,95,100.0
0,96,100.0
0,97,100.0
0,98,100.0
0,99,100.0
1,0,0.0
1,1,49.8594713748861
1,2,69.48510449198443
1,3,78.64244361720381
1,4,83.59476860494742
1,5,86.59632740797386
1,6,88.57247040709488
1,7,89.95276699774108
1,8,90.95897190317483
1,9,91.71597809601784
1,10,92.29921735837947
1,11,92.75687181504064
1,12,93.12114309133028
1,13,93.41436559620573
1,14,93.65251412356315
1,15,93.84731360785071
1,16,94.00755994047744
1,17,94.13997576754264
1,18,94.24978175883471
1,19,94.34108803861344
1,20,94.4171686672496
1,21,94.48065813287391
1,22,94.5336946540192
1,23,94.57802646878254
1,24,94.61509189209607
1,25,94.64608046953418
1,26,94.67198029813235
1,27,94.69361507970522
1,28,94.71167345141146
1,29,94.72673243492063
1,30,94.7392763537227
1,31,94.7497122196076
1,32,94.75838233930396
1,33,94.76557471079799
1,34,94.77153164572286
1,35,94.77645695553319
1,36,94.78052196531925
1,37,94.78387056329484
1,38,94.78662345140211
1,39,94.7888817296612
1,40,94.79072992135457
1,41,94.79223852604767
1,42,94.79346617146375
1,43,94.79446142235238
1,44,94.79526429397032
1,45,94.79590750906578
1,46,94.79641752989389
1,47,94.79681539046203
1,48,94.7971173486556
1,49,94.79733537292466
1,50,94.79747747366297
1,51,94.79754788515265
1,52,94.79754709987212
1,53,94.79747175298003
1,54,94.79731435080744
1,55,94.79706283313388
1,56,94.79669995480407
1,57,94.79620246776693
1,58,94.79554007977497
1,59,94.79467416062978
1,60,94.7935561608218
1,61,94.79212570045466
1,62,94.79030827815791
1,63,94.78801253986444
1,64,94.7851270353083
1,65,94.78151637514009
1,66,94.77701668265972
1,67,94.77143020997053
1,68,94.76451895701175
1,69,94.75599709089774
1,70,94.74552190878019
1,71,94.73268301518884
1,72,94.71698928765849
1,73,94.6978530727041
1,74,94.67457087390714
1,75,94.64629954471619
1,76,94.61202665057064
1,77,94.57053317323684
1,78,94.52034602647092
1,79,94.4596768304882
1,80,94.38634188630408
1,81,94.2976560310986
1,82,94.19028960013306
1,83,94.06007232388458
1,84,93.9017193602998
1,85,93.7084405003005
1,86,93.47136965097428
1,87,93.17870989561587
1,88,92.81441362661471
1,89,92.35607381311017
1,90,91.77141747624815
1,91,91.01219351269125
1,92,90.00290464811813
1,93,88.61859699373687
1,94,86.63746052730224
1,95,83.6298771377576
1,96,78.6704551781113
1,97,69.50491362194344
1,98,49.86994833378343
1,99,0.0
2,0,0.0
2,1,29.95520165516195
2,2,49.442708920435564
2,3,61.49586105870125
2,4,69.14797904335376
2,5,74.22741866415822
2,6,77.75175880894685
2,7,80.29216721608333
2,8,82.18119625751459
2,9,83.62122777870505
2,10,84.74091090045033
2,11,85.62533843871337
2,12,86.33279871455758
2,13,86.90445191227224
2,14,87.37013742210726
2,15,87.7519844134356
2,16,88.06672950887292
2,17,88.32724784623288
2,18,88.54359087833097
2,19,88.72370629491655
2,20,88.87394797457206
2,21,88.999444114269
2,22,89.10436760688708
2,23,89.19213778716764
2,24,89.26557316931255
2,25,89.3270086385549
2,26,89.37838648522707
2,27,89.42132792845574
2,28,89.45718990190355
2,29,89.4871105728349
2,30,89.51204615031534
2,31,89.53280088605638
2,32,89.55005170115055
2,33,89.5643685291694
2,34,89.57623121365322
2,35,89.58604361026687
2,36,89.59414540291499
2,37,89.60082203626087
2,38,89.60631308535145
2,39,89.61081931992051
2,40,89.61450867169819
2,41,89.61752127423696
2,42,89.61997371381514
2,43,89.6219626049919
2,44,89.62356758393797
2,45,89.62485379566728
2,46,89.62587393693065
2,47,89.62666990416362
2,48,89.6272740850199
2,49,89.62771032228136
2,50,89.62799457000861
2,51,89.62813525343344
2,52,89.6281333360858
2,53,89.62798208981648
2,54,89.62766655555534
2,55,89.62716267467746
2,56,89.62643606257217
2,57,89.6254403872369
2,58,89.62411530623804
2,59,89.62238390491973
2,60,89.6201495669622
2,61,89.61729219483925
2,62,89.61366368181038
2,63,89.60908251801308
2,64,89.60332738993887
2,65,89.59612960366103
2,66,89.58716412572056
2,67,89.57603898898529
2,68,89.56228275056469
2,69,89.54532961019963
2,70,89.52450169386105
2,71,89.49898786945701
2,72,89.46781827678817
2,73,89.4298335041632
2,74,89.38364700359647
2,75,89.32759886795309
2,76,89.25969844210823
2,77,89.17755232488085
2,78,89.07827301658399
2,79,88.95836159053914
2,80,88.81355502267144
2,81,88.63862473562864
2,82,88.42710674811137
2,83,88.17093431707849
2,84,87.85992900413535
2,85,87.48108201294059
2,86,87.01751787688306
2,87,86.44696509231427
2,88,85.73944031954542
2,89,84.85363983008118
2,90,83.7311342887875
2,91,82.28669457929884
2,92,80.39154218652382
2,93,77.84317492603677
2,94,74.30893119537191
2,95,69.21754703906565
2,96,61.55136207304726
2,97,49.48195519695213
2,98,29.975957495229324
2,99,0.0
3,0,0.0
3,1,20.522810030274375
3,2,36.84178674608552
3,3,48.76031305203456
3,4,57.286687745138934
3,5,63.42917670815698
3,6,67.93321294470832
3,7,71.30375901736444
3,8,73.87571333603289
3,9,75.8725030548529
3,10,77.44581348484911
3,11,78.7008926358138
3,12,79.71243651066685
3,13,80.53462207685416
3,14,81.20754206499572
3,15,81.76141243675673
3,16,82.21938056676737
3,17,82.59943814704155
3,18,82.91575005489182
3,19,83.17959477513223
3,20,83.40004158885606
3,21,83.58444618410847
3,22,83.73881890224513
3,23,83.86810223433878
3,24,83.97638269741641
3,25,84.06705460076445
3,26,84.14294807735082
3,27,84.20643024309965
3,28,84.25948591097796
3,29,84.30378257565134
3,30,84.34072316766014
3,31,84.37148920095959
3,32,84.39707630156602
3,33,84.41832363801267
3,34,84.43593842811279
3,35,84.45051643752579
3,36,84.46255919011418
3,37,84.47248846118741
3,38,84.48065851031842
3,39,84.48736642169256
3,40,84.49286085047243
3,41,84.49734941869391
3,42,84.50100496022827
3,43,84.50397077871719
3,44,84.50636505313022
3,45,84.50828450119869
3,46,84.50980739029671
3,47,84.51099596748129
3,48,84.5118983646754
3,49,84.51255002084
3,50,84.51297464999612
3,51,84.5131847717743
3,52,84.51318180949046
3,53,84.51295574932061
3,54,84.51248434273825
3,55,84.51173182276624
3,56,84.51064709254581
3,57,84.5091613319827
3,58,84.50718495448922
3,59,84.50460383072468
3,60,84.50127467926171
3,61,84.49701950464541
3,62,84.49161894053218
3,63,84.4848043283938
3,64,84.47624832917269
3,65,84.465553824306
3,66,84.45224081105195
