0,0,25.44109686385341
0,1,25.339546957312322
0,2,25.137011367940108
0,3,24.83461564408785
0,4,24.43403391678849
0,5,23.93746926735334
0,6,23.347626826170096
0,7,22.667679425367584
0,8,21.90122599687251
0,9,21.052243381007784
0,10,20.12503269948203
0,11,19.124161854236547
0,12,18.054405955482164
0,13,16.920687494846906
0,14,15.728017817227212
0,15,14.481440859393663
0,16,13.185979116900427
0,17,11.84658012702081
0,18,10.468058790710467
0,19,9.055025012671235
0,20,7.611773200847516
0,21,6.14207818874992
0,22,4.648754514413973
0,23,3.132571123300325
0,24,1.589235713237706
0,25,0.0
0,26,-1.390754692573716
0,27,-2.817921913869218
0,28,-4.253300328747728
0,29,-5.6830461081288455
0,30,-7.098254629771229
0,31,-8.491920342167036
0,32,-9.857834554436579
0,33,-11.19013906153846
0,34,-12.483130063183276
0,35,-13.731171087290685
0,36,-14.928660701616488
0,37,-16.07003212192075
0,38,-17.149773982873835
0,39,-18.162466494420254
0,40,-19.102829229132492
0,41,-19.965777543897673
0,42,-20.746484854390783
0,43,-21.440448001716614
0,44,-22.043552960584467
0,45,-22.55213823292406
0,46,-22.963053487270088
0,47,-23.2737113358509
0,48,-23.4821305500412
0,49,-23.58696944697649
1,0,25.54463757549051
1,1,25.44251344514634
1,2,25.23883569351724
1,3,24.934742669513966
1,4,24.53192821059302
1,5,24.0326223886388
1,6,23.4395647860176
1,7,22.75596995659091
1,8,21.98548515838223
1,9,21.13214100787071
1,10,20.20029629069577
1,11,19.19457865578309
1,12,18.119823225208087
1,13,16.981011210212234
1,14,15.783210409538782
1,15,14.531518978078882
1,16,13.231013092975566
1,17,11.88669809269918
1,18,10.503461285371575
1,19,9.086022987097223
1,20,7.638881345109597
1,21,6.166251096728209
1,22,4.6720302663846995
1,23,3.159999362128683
1,24,1.6352508186794297
1,25,0.1114851225544794
1,26,-1.3543593557732474
1,27,-2.80979592446083
1,28,-4.259091332647332
1,29,-5.697817985693463
1,30,-7.120109619637185
1,31,-8.52006155221451
1,32,-9.89191045112482
1,33,-11.229993395353326
1,34,-12.52869301350464
1,35,-13.782404580639188
1,36,-14.985526595109777
1,37,-16.13247110395964
1,38,-17.217690240376797
1,39,-18.23571612730145
1,40,-19.181211656355366
1,41,-20.04902968732913
1,42,-20.834278080384887
1,43,-21.532387811019156
1,44,-22.139181332421416
1,45,-22.650938407167853
1,46,-23.064456853336516
1,47,-23.377106019835185
1,48,-23.58687126817344
1,49,-23.692388221273834
2,0,25.75228750866167
2,1,25.6490086922131
2,2,25.443033897112095
2,3,25.135526682173765
2,4,24.728219918661928
2,5,24.2233974814291
2,6,23.62386804741277
2,7,22.932930278267882
2,8,22.154329237573254
2,9,21.292204655790957
2,10,20.35103245115568
2,11,19.33556158579674
2,12,18.25074876537184
2,13,17.101693619168366
2,14,15.893576832933743
2,15,14.631603314471388
2,16,13.320951974751873
2,17,11.966733314376313
2,18,10.573956139986286
2,19,9.14750642302588
2,20,7.692147271731404
2,21,6.212566528283933
2,22,4.713546481869669
2,23,3.2004506693197814
2,24,1.680465838825797
2,25,0.16513873829799613
2,26,-1.3283632763945739
2,27,-2.807880874103178
2,28,-4.275599560605418
2,29,-5.729252576551918
2,30,-7.164611215743845
2,31,-8.576691168167823
2,32,-9.960214692461413
2,33,-11.30976837972138
2,34,-12.61985363366599
2,35,-13.884906411484888
2,36,-15.099314388205972
2,37,-16.257441528128997
2,38,-17.353663228741418
2,39,-18.382412457806087
2,40,-19.338235975051703
2,41,-20.215858894435314
2,42,-21.01025522166003
2,43,-21.71672155081412
2,44,-22.330950857246144
2,45,-22.849103320759657
2,46,-23.267871362393826
2,47,-23.584536539693367
2,48,-23.797016533343825
2,49,-23.903901060191618
3,0,26.065191839177672
3,1,25.960165627508573
3,2,25.75071383757503
